Timestamp,RMS Velocity (mm/s),Crest Factor,FFT Velocity Highest Peak Amplitude (mm/s - RMS),FFT Velocity Highest Peak Frequency (Hz),FFT Velocity Band 0 Power (mm/s - RMS),FFT Velocity Band 1 Power (mm/s - RMS),FFT Velocity Band 2 Power (mm/s - RMS),FFT Velocity Band 3 Power (mm/s - RMS),FFT Velocity Band 4 Power (mm/s - RMS),FFT Velocity Band 5 Power (mm/s - RMS),FFT Velocity Band 6 Power (mm/s - RMS),FFT Velocity Band 7 Power (mm/s - RMS),Kurtosis,Peak Acceleration (m/s^2),Peak Velocity (mm/s),Peak-to-Peak Acceleration (m/s^2),RMS Acceleration (m/s^2)
2025-03-20T10:59:58,0.4148668711582758,3.393972264769693,0.3,24.7,0.259,0.137,0.32,0.018,0.021,0.011,0.005,0.004,2.694951141228119,0.28399134043946916,1.186751612199828,0.5599800050258636,0.08367520954351115
2025-03-20T11:59:58,0.3394820985006147,3.342747927950068,0.22,24.7,0.178,0.255,0.063,0.021,0.021,0.011,0.005,0.004,2.6245478296504303,0.2602603148358564,0.9637658588608141,0.5105700045824051,0.07785819345207413
2025-03-20T12:59:58,0.3404569913812074,3.6142067198685845,0.26,24.7,0.2,0.13,0.288,0.018,0.021,0.01,0.005,0.004,2.65484694110218,0.2792179712560028,0.9721652284820144,0.5105700045824051,0.07725567265453907
2025-03-20T13:59:58,0.3709712358482479,3.2346350548917693,0.27,24.7,0.196,0.11,0.288,0.026,0.023,0.01,0.005,0.005,2.6541750094244096,0.26162566641061047,1.092135275744019,0.5105700045824051,0.08088259168988832
2025-03-20T14:59:58,0.41696639978263833,3.092477718897592,0.35,24.7,0.196,0.168,0.372,0.02,0.019,0.01,0.006,0.006,2.6535406001705493,0.2653374926157994,1.094441481763685,0.5270400047302246,0.08580093916097384
2025-03-20T15:59:58,0.3206773523505588,3.3929717503222947,0.2,24.7,0.159,0.168,0.209,0.019,0.019,0.011,0.006,0.006,2.6070414658618564,0.2581783323952954,0.9274344789125692,0.49410000443458557,0.07609209607205582
2025-03-20T16:59:58,0.3994557973672067,2.940550917299946,0.29,24.7,0.202,0.32,0.062,0.02,0.022,0.011,0.006,0.007,2.593852289788822,0.24844394754230356,0.9197183668693162,0.49410000443458557,0.08448891195205971
2025-03-20T17:59:58,0.4417141199078192,3.5129802851080365,0.35,24.7,0.198,0.15,0.37,0.02,0.022,0.01,0.012,0.002,2.6072151118545612,0.305733313290855,1.2240100294082896,0.6093900054693222,0.08702961260184033
2025-03-20T18:59:58,0.45936323006950114,3.42163752561141,0.34,24.7,0.215,0.376,0.05,0.027,0.027,0.01,0.01,0.002,2.635993708099645,0.3012208620784804,1.2751974368330128,0.5764500051736832,0.0880341239607651
2025-03-20T19:59:58,0.41827607501174213,3.5320407063120007,0.32,24.7,0.216,0.091,0.332,0.027,0.019,0.01,0.01,0.002,2.6375350744496044,0.2975876686864972,1.2783029665660517,0.5764500051736832,0.08425374830892733
2025-03-20T20:59:58,0.416105439452911,3.0734088363425367,0.35,24.7,0.187,0.375,0.051,0.014,0.016,0.01,0.011,0.002,2.579265561945783,0.26420089104309835,1.1209553750509058,0.5270400047302246,0.08596347089230946
2025-03-20T21:59:58,0.3627408834061108,3.2063255329525764,0.26,24.7,0.177,0.106,0.264,0.018,0.02,0.009,0.014,0.002,2.660654388548006,0.2558407933118158,0.9733223812945857,0.5105700045824051,0.07979251971842743
2025-03-20T22:59:58,0.40335276815802557,3.3420602532880697,0.23,24.7,0.258,0.131,0.243,0.021,0.023,0.011,0.015,0.002,2.6812535569864124,0.2705647875845898,0.9880195749267199,0.5270400047302246,0.08095748343208234
2025-03-20T23:59:58,0.4192002586179611,3.9195473975762196,0.28,24.7,0.207,0.189,0.274,0.025,0.018,0.011,0.017,0.002,2.6183250074074396,0.325305735341519,1.130181436126882,0.5929200053215027,0.08299573964654247
2025-03-21T00:59:58,0.6625964195498215,3.468626291482072,0.43,11.76,0.552,0.273,0.216,0.036,0.021,0.01,0.013,0.002,2.8326017679491513,0.3202535770930505,1.9545466573936956,0.6258600056171417,0.09232864834113128
2025-03-21T01:59:58,0.41595232574465973,3.374790064015787,0.28,24.7,0.322,0.325,0.039,0.014,0.018,0.01,0.01,0.002,2.641342221468044,0.2776649731951895,1.1316193199585771,0.5435100048780441,0.08227622101766702
2025-03-21T02:59:58,0.47150378540051513,3.199540845383881,0.35,24.7,0.282,0.125,0.37,0.031,0.016,0.011,0.006,0.006,2.598528934469624,0.2794467212580558,1.3461599604999779,0.5435100048780441,0.08733963239169956
2025-03-21T03:59:58,0.4099461664403453,3.499865738003789,0.27,24.7,0.28,0.149,0.261,0.015,0.017,0.01,0.005,0.005,2.684350372190465,0.2816466529184254,1.0796789623055894,0.5435100048780441,0.08047355927403878
2025-03-21T04:59:58,0.3311930338024265,3.5492040702348078,0.22,24.7,0.17,0.154,0.227,0.013,0.017,0.01,0.005,0.004,2.656293855244684,0.2682683520171041,0.9242355933228027,0.5105700045824051,0.07558549655313453
2025-03-21T05:59:58,0.3596298655382123,3.519802176649171,0.26,24.7,0.126,0.148,0.27,0.015,0.018,0.011,0.005,0.003,2.7082174886900225,0.2785138501559332,0.958351088515083,0.5270400047302246,0.0791276998473467
2025-03-21T06:59:58,0.33364222244774594,3.898448754191015,0.22,24.7,0.149,0.109,0.231,0.013,0.018,0.01,0.005,0.002,2.7361747965359284,0.29931580346763237,1.0798263034886233,0.5435100048780441,0.07677818084586949
2025-03-21T07:59:58,0.4161896609276879,3.2015804750999854,0.28,24.7,0.238,0.156,0.306,0.014,0.017,0.01,0.005,0.003,2.660368218579934,0.2595740648296972,1.143388439464327,0.5105700045824051,0.08107685152646076
2025-03-21T08:59:58,0.374244336305037,3.0875224081133026,0.27,24.7,0.223,0.093,0.287,0.015,0.015,0.01,0.005,0.002,2.5932461760223946,0.24180483615459203,1.1040286128169732,0.47763000428676605,0.07831678744069492
2025-03-21T09:59:58,0.3545343836180543,3.082632688755727,0.29,24.7,0.164,0.075,0.304,0.022,0.016,0.01,0.005,0.002,2.6302991190219163,0.2402411154374325,0.9008546324063059,0.47763000428676605,0.07793374679822894
2025-03-21T10:59:58,0.3670195525868718,3.403108387140798,0.33,24.7,0.072,0.127,0.338,0.017,0.014,0.011,0.005,0.003,2.6241941192472646,0.2729166235431977,0.9923277195584719,0.5270400047302246,0.08019627719600639
2025-03-21T11:59:58,0.413050519491343,3.0955164514015694,0.38,24.7,0.116,0.409,0.056,0.018,0.022,0.01,0.005,0.004,2.61834935698451,0.2638184496334159,1.181875529585954,0.5270400047302246,0.08522598854674662
2025-03-21T12:59:58,0.41831839955536715,3.0994073623970357,0.36,24.7,0.154,0.119,0.371,0.017,0.019,0.01,0.005,0.004,2.660487665405866,0.2684041723308231,1.061252064390697,0.5270400047302246,0.08659854641477113
2025-03-21T13:59:58,0.45935922741071755,3.1977445649979663,0.44,24.7,0.17,0.157,0.461,0.024,0.023,0.01,0.005,0.004,2.524087283601117,0.29217808855982086,1.132541856763944,0.5599800050258636,0.09137005242943996
2025-03-21T14:59:58,0.44669165237420216,3.3895570957076093,0.4,24.7,0.132,0.124,0.414,0.023,0.022,0.011,0.005,0.005,2.6061530678789633,0.3095916824661092,1.270934485223606,0.5764500051736832,0.09133691326756611
2025-03-21T15:59:58,0.49047350759737635,3.2776179974516606,0.43,24.7,0.119,0.089,0.44,0.028,0.022,0.01,0.006,0.004,2.5052504693380824,0.3175192997247602,1.1712407260581108,0.5929200053215027,0.09687501715319802
2025-03-21T16:59:58,0.36091589056481693,3.283545059821357,0.19,24.7,0.164,0.119,0.224,0.024,0.024,0.011,0.005,0.004,2.697058292924918,0.2558264964366875,1.026690987589861,0.49410000443458557,0.07791167527044866
2025-03-21T17:59:58,0.37997952713040806,3.3780461862669817,0.27,24.7,0.161,0.282,0.057,0.016,0.02,0.009,0.005,0.005,2.632557604886282,0.27799737554192283,1.098584629447271,0.5435100048780441,0.082295315165342
2025-03-21T18:59:58,0.2531743164694409,3.2111145548690687,0.14,14.7,0.222,0.108,0.049,0.012,0.024,0.008,0.005,0.005,2.48560174082759,0.21308062691241503,0.751566616212855,0.411750003695488,0.06635721749300945
2025-03-21T19:59:58,0.3151103131808125,3.0744320538762118,0.27,24.7,0.109,0.094,0.283,0.02,0.024,0.011,0.005,0.006,2.5630946872115894,0.2324207247422439,0.7751645655710321,0.46116000413894653,0.07559793830838131
2025-03-21T20:59:58,0.34003788913001964,3.136787578288346,0.3,24.7,0.077,0.091,0.317,0.022,0.021,0.01,0.009,0.003,2.550237276634085,0.24854223855881072,0.852988041795873,0.49410000443458557,0.07923464128687764
2025-03-21T21:59:58,0.20251062688391008,3.5079259747899303,0.14,23.52,0.071,0.173,0.069,0.008,0.016,0.01,0.005,0.006,2.45441041812502,0.22892513877337073,0.5123389704089532,0.411750003695488,0.06525939840765305
2025-03-21T22:59:58,0.052504726576502014,3.020597849899135,0.01,15.88,0.03,0.025,0.023,0.009,0.006,0.009,0.011,0.002,2.223546768513987,0.17687557775934692,0.1948473881105155,0.3458700031042099,0.058556480057500276
2025-03-21T23:59:58,0.05231604294342598,2.9639025241013077,0.01,18.23,0.036,0.03,0.018,0.008,0.006,0.009,0.019,0.002,2.1640575636073804,0.17416274570374904,0.17399813708169193,0.3294000029563904,0.058761293358173906
2025-03-22T00:59:58,0.0618022453095567,3.0212030599335282,0.02,12.35,0.041,0.026,0.018,0.009,0.006,0.01,0.01,0.002,2.2720622716170085,0.18152027506665844,0.23425594254415014,0.3623400032520294,0.06008211678120444
2025-03-22T01:59:58,0.07735718181192258,2.955637588424964,0.04,23.52,0.052,0.054,0.031,0.008,0.008,0.01,0.01,0.002,2.2941762855925854,0.17351402499480173,0.2321789781809666,0.3458700031042099,0.058706123401031034
2025-03-22T02:59:58,0.08360867033828234,2.9861285108694284,0.03,12.35,0.055,0.055,0.022,0.009,0.008,0.008,0.014,0.002,2.233287600603687,0.17620719884709818,0.22992614148975818,0.3458700031042099,0.059008578567770496
2025-03-22T03:59:58,0.07210107584733662,3.189349356899841,0.02,12.94,0.047,0.03,0.014,0.007,0.005,0.009,0.009,0.002,2.2633798826536657,0.18920841966691013,0.23836901985618644,0.3623400032520294,0.05932508436480202
2025-03-22T04:59:58,0.09140349502405534,3.0752682290009936,0.04,16.47,0.041,0.066,0.032,0.011,0.005,0.009,0.009,0.002,2.3081804891376683,0.1823655778086201,0.29368618216577674,0.3623400032520294,0.05930070622420532
2025-03-22T05:59:58,0.09963561967874716,3.05062202818663,0.04,18.23,0.062,0.054,0.022,0.009,0.005,0.009,0.005,0.006,2.2748185562449295,0.18404367352680615,0.3320549266950832,0.3623400032520294,0.060329884143728724
2025-03-22T06:59:58,0.11236053960911241,3.453551094653736,0.05,17.05,0.078,0.07,0.033,0.008,0.006,0.009,0.012,0.002,2.2921516334262755,0.20663094912015367,0.29998470463174687,0.37881000339984894,0.059831444057691335
2025-03-22T07:59:58,0.16236927785380845,3.060799927368664,0.1,16.47,0.06,0.133,0.024,0.019,0.029,0.062,0.006,0.002,2.308771984463274,0.183176925472152,0.46859835677189066,0.3623400032520294,0.05984609573276722
2025-03-22T08:59:58,0.1330958766671908,3.087450243761238,0.11,17.05,0.06,0.14,0.024,0.011,0.006,0.009,0.014,0.002,2.3357810817836415,0.188205851298537,0.3696257415614295,0.3623400032520294,0.060958343111388306
2025-03-22T09:59:58,0.11339389391570877,3.0122739996279826,0.06,21.76,0.079,0.071,0.025,0.009,0.006,0.009,0.011,0.002,2.3022461564338537,0.18256752116980757,0.34366468393114824,0.3623400032520294,0.060607873384809864
2025-03-22T10:59:58,0.07715203632903479,3.124727053713396,0.05,15.29,0.072,0.026,0.015,0.009,0.006,0.008,0.011,0.002,2.2660165121840965,0.18523567549062944,0.24449989597161545,0.3458700031042099,0.059280593890751875
2025-03-22T11:59:58,0.05805777047614252,3.110214447520697,0.02,10.58,0.044,0.025,0.016,0.01,0.007,0.009,0.01,0.002,2.2650835599261367,0.1829285172667975,0.2008931806656425,0.3623400032520294,0.05881540335992546
2025-03-22T12:59:58,0.048318460226220696,3.2304051720243554,0.01,14.11,0.032,0.02,0.016,0.009,0.007,0.008,0.009,0.002,2.2039544222001095,0.19216608570908042,0.14527842870866184,0.3623400032520294,0.059486682157785874
2025-03-22T14:00:00,0.05485359224889916,2.8986546571424423,0.02,17.64,0.034,0.029,0.018,0.009,0.007,0.009,0.005,0.006,2.2008704132382366,0.17167151521264007,0.20885641095722274,0.3294000029563904,0.05922454915063171
2025-03-22T15:00:00,0.04257733468538971,3.526360369871189,0.01,18.23,0.023,0.021,0.016,0.009,0.006,0.01,0.005,0.005,2.2820634750341897,0.20944207219225872,0.16348401513194058,0.39528000354766846,0.059393269610703237
2025-03-22T16:00:00,0.04752268741858278,3.0752650324363424,0.02,11.76,0.035,0.021,0.018,0.01,0.005,0.009,0.005,0.003,2.24710499447548,0.17972601723805484,0.16240411919856346,0.3458700031042099,0.05844244816053107
2025-03-22T17:00:00,0.04451540044733873,3.1028749587302245,0.01,11.76,0.035,0.018,0.015,0.009,0.007,0.008,0.005,0.003,2.1949366182360976,0.1786644742597774,0.12506413321331253,0.3294000029563904,0.05758030105502268
2025-03-22T18:00:00,0.043598300462241495,2.8254992239366015,0.01,14.7,0.03,0.017,0.018,0.009,0.006,0.009,0.005,0.002,2.196271092625258,0.16145103660528548,0.13620939794813186,0.31293000280857086,0.05714071171477629
2025-03-22T19:00:00,0.03772991938755899,3.0702695560644613,0.01,12.94,0.031,0.02,0.015,0.009,0.009,0.009,0.005,0.002,2.2707045583510914,0.17076008942320994,0.14204759833197197,0.3294000029563904,0.055617295584331025
2025-03-22T20:00:00,0.05117740937648455,3.1996510537604768,0.02,10.58,0.043,0.018,0.015,0.009,0.007,0.008,0.005,0.002,2.3745226700128637,0.16707328274949557,0.1648511732929566,0.3294000029563904,0.0522160947998183
2025-03-22T21:00:00,0.045591379704631715,3.409977275572174,0.01,10.58,0.037,0.016,0.013,0.009,0.005,0.008,0.005,0.002,2.6406151017906954,0.15048175916308537,0.14392844086300544,0.29646000266075134,0.04412984222536657
2025-03-22T22:00:00,0.0389554213100648,3.3975148171869,0.01,17.05,0.027,0.022,0.014,0.01,0.007,0.009,0.005,0.002,2.842004419602186,0.12345887806117793,0.14323811673212705,0.23058000206947327,0.03633799547735316
2025-03-22T23:00:00,0.034288676681318055,3.625285177406944,0.01,13.52,0.021,0.012,0.013,0.008,0.006,0.01,0.005,0.002,2.863200846237287,0.1188588584886424,0.12902717396579164,0.23058000206947327,0.03278607134947064
2025-03-23T00:00:00,0.042916351449023574,4.26075182729504,0.01,10.58,0.028,0.016,0.016,0.008,0.005,0.009,0.005,0.002,2.990269996769172,0.1310951964890895,0.1481825146946448,0.24705000221729279,0.030768090187575165
2025-03-23T01:00:00,0.04543687583274705,4.034832336505077,0.02,13.52,0.039,0.019,0.015,0.009,0.006,0.009,0.005,0.002,3.0837195361361456,0.12467232533769372,0.1617451154355327,0.24705000221729279,0.030899010154578913
2025-03-23T02:00:00,0.04070753851481199,4.2011958918604115,0.01,14.11,0.027,0.022,0.015,0.009,0.007,0.009,0.005,0.002,2.954713100190472,0.13488029417931102,0.14026787194549026,0.24705000221729279,0.03210521424164826
2025-03-23T03:00:00,0.041194202390537615,4.040378581485024,0.01,16.47,0.02,0.024,0.019,0.009,0.006,0.009,0.005,0.002,3.0813878991619603,0.13016768671514,0.15929029099177117,0.24705000221729279,0.03221670546211475
2025-03-23T04:00:00,0.04153592489798485,3.2854478493063066,0.01,10.58,0.027,0.021,0.015,0.007,0.007,0.009,0.005,0.002,2.6293256591539724,0.14106905400048061,0.14938283078788003,0.2799900025129318,0.04293754169017357
2025-03-23T05:00:00,0.04394562291544808,3.29388818641215,0.02,15.29,0.033,0.01,0.015,0.008,0.006,0.009,0.005,0.002,2.3233499752425293,0.1818491031946097,0.12663322392379614,0.3458700031042099,0.05520803770594528
2025-03-23T06:00:00,0.03651086531907745,3.1801400373278357,0.01,10.0,0.029,0.017,0.016,0.008,0.006,0.009,0.005,0.004,2.198303146520429,0.18684764816134702,0.13031011505500997,0.3458700031042099,0.05875453469600942
2025-03-23T23:59:58,0.04535050826439827,4.31777166153399,0.01,12.35,0.031,0.021,0.015,0.008,0.006,0.008,0.005,0.002,3.039675884803852,0.13119348750559665,0.16067284279525232,0.24705000221729279,0.030384535772090153
2025-03-24T01:00:00,0.0466879307951832,4.74827553697745,0.02,12.35,0.038,0.026,0.019,0.009,0.007,0.009,0.005,0.002,3.132213734482209,0.14637140756369466,0.162269354634492,0.2799900025129318,0.030826224473247073
2025-03-24T01:59:58,0.03606560891118478,3.2827862170915783,0.01,10.0,0.024,0.021,0.016,0.008,0.006,0.01,0.005,0.002,2.243860108202448,0.18620071456179074,0.1314951132532793,0.3458700031042099,0.0567203290888547
2025-03-24T02:59:58,0.046342601627932384,4.010881020321488,0.01,15.29,0.029,0.022,0.017,0.008,0.006,0.009,0.005,0.003,2.2419849966877954,0.23455274624575395,0.14873070439639563,0.444690003991127,0.058479108469528626
2025-03-24T03:59:58,0.053507290231614546,2.899073001969297,0.02,14.11,0.039,0.03,0.025,0.009,0.006,0.009,0.006,0.005,2.228025523328567,0.1720485952941494,0.18920962196840643,0.3294000029563904,0.05934607206416649
2025-03-24T04:59:58,0.05624664820787059,3.1044247743604827,0.02,15.29,0.044,0.023,0.019,0.01,0.007,0.009,0.005,0.006,2.26236499225484,0.18444756024918105,0.18212155011713313,0.3623400032520294,0.059414408032218334
2025-03-24T05:59:58,0.07036200128560051,3.052539865850891,0.03,17.64,0.042,0.047,0.027,0.01,0.006,0.009,0.005,0.007,2.234018902408563,0.18186876139791114,0.2588936279070495,0.3623400032520294,0.05957948770219107
2025-03-24T06:59:58,0.050132176285379845,3.317970268222004,0.01,9.41,0.037,0.026,0.015,0.01,0.008,0.008,0.01,0.002,2.266824360456436,0.1932991130629994,0.19970402472323392,0.3458700031042099,0.05825824146597381
2025-03-24T07:59:58,0.04852659780998879,3.1502889283385977,0.01,10.58,0.031,0.02,0.019,0.011,0.008,0.009,0.012,0.002,2.176708761618156,0.18502658369187783,0.20201690485898677,0.3458700031042099,0.05873321079455951
2025-03-24T08:59:58,0.08303217778437916,3.23641489814487,0.03,17.05,0.056,0.025,0.015,0.011,0.008,0.036,0.005,0.002,2.225370668092968,0.19201775562962414,0.25760829976578786,0.3623400032520294,0.05933038923399152
2025-03-24T09:59:58,0.12294589497187801,3.18889580859142,0.07,16.47,0.06,0.084,0.062,0.018,0.011,0.01,0.012,0.002,2.337579325627299,0.19457868338698367,0.3586884221451254,0.37881000339984894,0.06101757318716907
2025-03-24T10:59:58,0.14362174248496806,3.28615685548313,0.06,14.7,0.091,0.095,0.076,0.019,0.01,0.01,0.017,0.002,2.3496065479612334,0.20543894715633038,0.44154398266892264,0.39528000354766846,0.06251647629465538
2025-03-24T11:59:58,3.088604648154728,4.132119341271942,2.09,24.7,0.303,0.716,2.354,1.317,0.832,0.824,0.609,0.268,3.038729402369346,27.50846016876555,8.54694001871692,51.69933046400547,6.657227900948753
2025-03-24T12:59:58,1.8450250078268404,3.4481026406821904,0.9,12.94,1.296,1.42,0.642,0.144,0.103,0.092,0.022,0.004,2.8594874822289853,0.9650801746772939,5.630700974656917,1.9105200171470642,0.2798873105721579
2025-03-24T13:59:58,0.4745033159557074,3.4568657017825544,0.39,12.94,0.407,0.133,0.094,0.037,0.016,0.009,0.005,0.002,2.6802882399705923,0.23544630094127367,1.096462210712337,0.46116000413894653,0.06810976221027745
2025-03-24T14:59:58,0.6707924185640539,3.14813568117664,0.58,12.94,0.645,0.25,0.142,0.035,0.019,0.011,0.005,0.002,2.6636385798646107,0.26842919186229763,1.3886242223700203,0.5270400047302246,0.08526608095937281
2025-03-24T15:59:58,0.6486199389134399,3.202753575239036,0.55,12.94,0.589,0.213,0.074,0.042,0.019,0.011,0.006,0.003,2.678637326644214,0.2711884887620626,1.4767687971655388,0.5270400047302246,0.08467354181060358
2025-03-24T16:59:58,3.5254274038664213,4.1247065619822765,2.47,24.7,0.225,2.765,0.535,1.387,1.221,0.974,0.565,0.248,3.125326928879743,26.452498333116335,9.830110387406211,50.44761045277119,6.413183079962816
2025-03-24T17:59:58,3.210830743543165,4.207844062489535,1.98,74.7,0.86,1.545,0.512,0.684,2.06,1.361,0.543,0.244,3.209036592386253,25.300381076682243,10.285077932148194,49.72293044626713,6.012670788402146
